requested_dev_sms,requested_zc_sms,pattern,size_mb,iters,dev_sms,zc_sms,dev_solo_gbps,zc_solo_gbps,dev_co_gbps,zc_co_gbps,aggregate_gbps,solo_sum_gbps,aggregate_ratio_pct,device_preserve_ratio_pct,zc_preserve_ratio_pct
12,4,scatter,1,32,12,4,48.290320,21.924352,35.077644,13.444202,48.521846,70.214671,69.104996,72.639080,61.320863
12,4,scatter,2,1,12,4,10.611399,8.385925,8.094861,5.161534,13.256396,18.997324,69.780332,76.284583,61.549970
12,4,scatter,2,2,12,4,11.777518,10.276933,9.094012,6.157084,15.251096,22.054451,69.152010,77.215015,59.911686
12,4,scatter,2,4,12,4,13.884010,13.591041,10.705873,7.811902,18.517775,27.475051,67.398508,77.109372,57.478317
12,4,scatter,2,8,12,4,17.062224,16.897254,12.980960,9.590400,22.571360,33.959478,66.465568,76.080116,56.757152
12,4,scatter,2,16,12,4,23.275827,19.155922,16.957646,10.312884,27.270530,42.431750,64.269162,72.855179,53.836532
12,4,scatter,2,32,12,4,31.951246,20.938019,23.874410,11.345887,35.220297,52.889264,66.592526,74.721376,54.187967
12,4,scatter,4,1,12,4,10.330391,8.079891,7.811669,4.852542,12.664211,18.410283,68.788792,75.618331,60.057015
12,4,scatter,4,2,12,4,11.527880,9.492124,8.803869,5.626253,14.430122,21.020004,68.649472,76.370235,59.272853
12,4,scatter,4,4,12,4,13.460194,12.554789,10.156093,7.080859,17.236951,26.014983,66.257785,75.452796,56.399663
12,4,scatter,4,8,12,4,16.043084,15.571600,11.994143,8.567918,20.562061,31.614684,65.039590,74.762079,55.022719
12,4,scatter,4,16,12,4,20.733910,18.022499,15.765453,9.676526,25.441979,38.756409,65.645863,76.037047,53.691368
12,4,scatter,4,32,12,4,25.917163,19.514109,19.310170,10.304200,29.614370,45.431271,65.184991,74.507267,52.803848
12,4,scatter,8,1,12,4,10.270893,8.158347,7.638006,4.771981,12.409987,18.429240,67.338573,74.365550,58.492009
12,4,scatter,8,2,12,4,11.642307,9.263203,8.992933,5.541336,14.534270,20.905509,69.523633,77.243569,59.820956
12,4,scatter,8,4,12,4,13.169260,12.351009,9.998531,6.907433,16.905965,25.520269,66.245244,75.923257,55.926064
12,4,scatter,8,8,12,4,15.666991,15.974042,11.744671,8.453940,20.198611,31.641033,63.836764,74.964435,52.922987
12,4,scatter,8,16,12,4,21.416993,18.262068,16.344225,9.774277,26.118502,39.679062,65.824393,76.314282,53.522288
12,4,scatter,8,32,12,4,24.364664,19.962800,18.072353,10.353396,28.425749,44.327464,64.126720,74.174437,51.863446
12,4,scatter,16,1,12,4,10.252014,8.129504,7.573571,4.726935,12.300506,18.381518,66.917791,73.873980,58.145430
12,4,scatter,16,2,12,4,11.449836,8.983611,8.825803,5.410916,14.236719,20.433447,69.673605,77.082353,60.230970
12,4,scatter,16,4,12,4,12.933726,12.273377,9.711285,6.774053,16.485338,25.207103,65.399575,75.084975,55.193068
12,4,scatter,16,8,12,4,15.051906,15.961458,11.380618,8.250965,19.631583,31.013364,63.300399,75.609148,51.693055
12,4,scatter,16,16,12,4,22.043901,18.138551,16.565018,9.350059,25.915077,40.182452,64.493519,75.145585,51.547992
12,4,scatter,16,32,12,4,24.144847,19.764246,17.929663,10.207282,28.136945,43.909093,64.079995,74.258754,51.645188
12,4,scatter,32,1,12,4,10.257731,8.196227,7.576361,4.717259,12.293621,18.453957,66.617802,73.860016,57.554038
12,4,scatter,32,2,12,4,11.470816,9.169641,8.783809,5.421183,14.204992,20.640458,68.821109,76.575277,59.120989
12,4,scatter,32,4,12,4,12.826304,12.475102,9.545461,6.759686,16.305147,25.301406,64.443640,74.420978,54.185417
12,4,scatter,32,8,12,4,15.176601,16.162958,11.348993,8.926694,20.275686,31.339559,64.696783,74.779546,55.229330
12,4,scatter,32,16,12,4,23.107013,18.542089,17.145186,9.641853,26.787040,41.649102,64.316009,74.199061,51.999822
12,4,scatter,32,32,12,4,25.076609,20.149073,18.382616,10.464180,28.846795,45.225682,63.784103,73.305828,51.933803
12,4,scatter,64,1,12,4,10.096733,8.101210,2.347451,1.956278,4.303730,18.197942,23.649540,23.249613,24.147979
12,4,scatter,64,2,12,4,11.291797,9.023113,3.012124,2.470506,5.482630,20.314910,26.988205,26.675326,27.379750
12,4,scatter,64,4,12,4,12.582773,12.353029,3.358306,2.882884,6.241190,24.935802,25.029033,26.689711,23.337469
12,4,scatter,64,8,12,4,14.947267,16.273581,5.215811,4.737206,9.953017,31.220848,31.879394,34.894749,29.109794
12,4,scatter,64,16,12,4,22.814148,18.777488,5.644782,3.990751,9.635532,41.591636,23.166995,24.742461,21.252846
12,4,scatter,64,32,12,4,24.808366,20.477737,6.311728,4.463942,10.775670,45.286103,23.794650,25.441932,21.799001
10,6,uniform,1,1,10,6,43.866132,17.551151,27.887660,16.408612,44.296272,61.417284,72.123464,63.574468,93.490233
10,6,uniform,1,2,10,6,68.696018,26.673178,50.803099,16.873326,67.676425,95.369195,70.962563,73.953485,63.259528
10,6,uniform,1,4,10,6,106.303329,45.353635,76.740048,25.470656,102.210705,151.656964,67.395985,72.189695,56.160121
10,6,uniform,1,8,10,6,146.612976,69.774821,127.192619,44.521738,171.714357,216.387797,79.354917,86.753999,63.807743
10,6,uniform,1,16,10,6,170.333987,88.937745,160.725939,69.793398,230.519337,259.271732,88.910324,94.359289,78.474441
10,6,uniform,1,32,10,6,192.328684,104.211491,186.612559,90.992485,277.605044,296.540175,93.614649,97.027939,87.315213
10,6,uniform,2,1,10,6,26.947370,18.214564,25.013741,16.812724,41.826465,45.161934,92.614425,92.824426,92.303741
10,6,uniform,2,2,10,6,47.541530,27.699069,44.582312,16.951888,61.534200,75.240599,81.783241,93.775510,61.200208
10,6,uniform,2,4,10,6,80.983628,46.719657,77.695315,26.193446,103.888761,127.703284,81.351675,95.939534,56.065150
10,6,uniform,2,8,10,6,123.536281,71.741655,121.194640,53.160286,174.354927,195.277936,89.285523,98.104492,74.099609
10,6,uniform,2,16,10,6,165.835206,90.919625,164.482513,75.434713,239.917226,256.754831,93.442147,99.184315,82.968570
10,6,uniform,2,32,10,6,189.051835,106.007787,188.254218,94.417163,282.671380,295.059622,95.801445,99.578096,89.066252
10,6,uniform,4,1,10,6,28.794375,18.788991,26.303833,17.144801,43.448634,47.583366,91.310553,91.350596,91.249186
10,6,uniform,4,2,10,6,49.875190,28.373633,46.853262,17.131356,63.984618,78.248823,81.770709,93.941018,60.377732
10,6,uniform,4,4,10,6,85.166994,47.692895,81.702974,26.749387,108.452361,132.859889,81.629123,95.932673,56.086735
10,6,uniform,4,8,10,6,129.007867,72.742007,126.593740,54.283111,180.876851,201.749874,89.654009,98.128697,74.624160
10,6,uniform,4,16,10,6,170.736137,91.952119,169.590172,76.283495,245.873667,262.688256,93.599033,99.328809,82.960019
10,6,uniform,4,32,10,6,192.841569,107.389299,193.001283,95.902445,288.903728,300.230868,96.227190,100.082821,89.303540
10,6,uniform,8,1,10,6,29.447764,19.006961,27.108998,17.381249,44.490247,48.454725,91.818183,92.057918,91.446757
10,6,uniform,8,2,10,6,51.817354,28.643357,47.880183,17.328398,65.208581,80.460711,81.044002,92.401828,60.497092
10,6,uniform,8,4,10,6,86.537590,48.477854,83.578511,27.160960,110.739471,135.015444,82.019855,96.580585,56.027562
10,6,uniform,8,8,10,6,132.170665,73.419408,128.415404,46.918251,175.333656,205.590073,85.283133,97.158779,63.904426
10,6,uniform,8,16,10,6,173.540652,92.837472,172.017559,76.885093,248.902652,266.378125,93.439599,99.122342,82.816875
10,6,uniform,8,32,10,6,195.211028,108.032406,194.857335,96.611290,291.468626,303.243434,96.117044,99.818815,89.428065
10,6,uniform,16,1,10,6,29.913164,19.267503,27.329440,17.468697,44.798137,49.180667,91.088917,91.362585,90.664041
10,6,uniform,16,2,10,6,52.449781,28.893555,48.475612,17.408374,65.883987,81.343337,80.994940,92.422907,60.250025
10,6,uniform,16,4,10,6,88.386733,48.556427,84.791657,27.074698,111.866355,136.943160,81.688165,95.932561,55.759247
10,6,uniform,16,8,10,6,133.559548,73.911047,129.661929,46.895168,176.557097,207.470594,85.099817,97.081737,63.448118
10,6,uniform,16,16,10,6,174.464617,93.247163,172.918204,76.611714,249.529917,267.711780,93.208419,99.113623,82.159833
10,6,uniform,16,32,10,6,196.206398,108.159154,195.954316,96.842290,292.796606,304.365552,96.198996,99.871522,89.536841
10,6,uniform,32,1,10,6,30.074455,19.315416,27.507962,17.456192,44.964155,49.389871,91.039223,91.466203,90.374408
10,6,uniform,32,2,10,6,52.635393,29.020702,48.889222,17.482094,66.371315,81.656095,81.281520,92.882790,60.240079
10,6,uniform,32,4,10,6,88.727026,48.693409,85.269143,27.206062,112.475205,137.420435,81.847511,96.102786,55.872165
10,6,uniform,32,8,10,6,134.050433,74.063748,130.403681,47.159865,177.563547,208.114180,85.320254,97.279567,63.674695
10,6,uniform,32,16,10,6,175.613289,93.417466,174.412025,77.126382,251.538407,269.030755,93.498012,99.315961,82.560987
10,6,uniform,32,32,10,6,196.845215,108.481566,196.590340,97.023988,293.614328,305.326781,96.163961,99.870520,89.438226
10,6,uniform,64,1,10,6,30.144053,19.357314,20.086317,16.064961,36.151277,49.501367,73.030866,66.634426,82.991681
10,6,uniform,64,2,10,6,52.921633,29.023110,37.805595,15.972095,53.777689,81.944743,65.626771,71.436939,55.032332
10,6,uniform,64,4,10,6,89.311771,48.757086,67.602635,23.984858,91.587493,138.068857,66.334650,75.692861,49.192559
10,6,uniform,64,8,10,6,134.552497,74.098419,111.655313,43.669741,155.325054,208.650916,74.442546,82.982713,58.934782
10,6,uniform,64,16,10,6,175.934643,93.566989,161.994626,75.957471,237.952097,269.501632,88.293379,92.076593,81.179775
10,6,uniform,64,32,10,6,197.105962,108.603399,195.585372,95.010790,290.596162,305.709361,95.056351,99.228542,87.484178
10,6,strided,1,1,10,6,39.149342,11.449337,22.110661,10.708497,32.819158,50.598678,64.861691,56.477735,93.529408
10,6,strided,1,2,10,6,54.613331,18.113875,41.217610,11.229609,52.447219,72.727205,72.114993,75.471702,61.994516
10,6,strided,1,4,10,6,97.234420,33.057250,64.472205,10.846740,75.318945,130.291670,57.807951,66.305949,32.811985
10,6,strided,1,8,10,6,130.549806,48.197093,112.847181,25.896733,138.743914,178.746899,77.620319,86.439945,53.730902
10,6,strided,1,16,10,6,156.925469,55.258012,146.941707,41.002712,187.944419,212.183481,88.576367,93.637896,74.202292
10,6,strided,1,32,10,6,175.699738,59.853641,169.507919,49.771885,219.279804,235.553379,93.091343,96.475909,83.155985
10,6,strided,2,1,10,6,32.363456,11.789170,18.388328,10.267273,28.655601,44.152626,64.901237,56.818185,87.090713
10,6,strided,2,2,10,6,54.431895,17.551151,36.117940,10.668403,46.786343,71.983046,64.996336,66.354367,60.784634
10,6,strided,2,4,10,6,89.621883,33.170187,61.248598,10.422392,71.670990,122.792070,58.367768,68.341120,31.420962
10,6,strided,2,8,10,6,126.976992,47.875809,104.108019,24.088213,128.196232,174.852801,73.316659,81.989672,50.313955
10,6,strided,2,16,10,6,153.390289,56.196797,147.770011,41.170140,188.940151,209.587086,90.148756,96.335962,73.260652
10,6,strided,2,32,10,6,175.965096,59.327053,173.418670,50.142311,223.560982,235.292148,95.014212,98.552880,84.518460
10,6,strided,4,1,10,6,17.896232,11.712269,9.306447,7.246752,16.553199,29.608500,55.906914,52.002271,61.873171
10,6,strided,4,2,10,6,34.483556,17.870611,16.682193,6.995357,23.677550,52.354168,45.225722,48.377241,39.144475
10,6,strided,4,4,10,6,64.093888,33.449533,39.178598,12.658457,51.837056,97.543421,53.142544,61.126886,37.843450
10,6,strided,4,8,10,6,102.041261,48.199309,72.590929,23.615513,96.206443,150.240570,64.034929,71.138801,48.995543
10,6,strided,4,16,10,6,144.054957,56.669062,127.672708,34.322525,161.995233,200.724019,80.705455,88.627779,60.566601
10,6,strided,4,32,10,6,171.693636,59.054742,167.050500,46.768913,213.819413,230.748378,92.663452,97.295685,79.195864
10,6,strided,8,1,10,6,13.034208,12.064801,8.208674,6.541008,14.749683,25.099010,58.765995,62.977927,54.215633
10,6,strided,8,2,10,6,25.980575,18.145221,15.528478,6.565089,22.093567,44.125795,50.069505,59.769572,36.180815
10,6,strided,8,4,10,6,50.368718,33.770563,35.616180,17.146295,52.762476,84.139281,62.708494,70.710913,50.772903
10,6,strided,8,8,10,6,95.022746,48.491304,70.383674,22.720056,93.103730,143.514050,64.874296,74.070343,46.853876
10,6,strided,8,16,10,6,141.622906,57.066136,125.521589,32.895470,158.417058,198.689042,79.731150,88.630852,57.644467
10,6,strided,8,32,10,6,170.541761,59.243671,167.772158,46.341990,214.114147,229.785432,93.180035,98.375997,78.222684
10,6,strided,16,1,10,6,13.150597,11.972506,8.248839,6.503442,14.752281,25.123102,58.719982,62.725969,54.319806
10,6,strided,16,2,10,6,26.242610,18.256424,15.552893,6.532125,22.085018,44.499034,49.630331,59.265801,35.779872
10,6,strided,16,4,10,6,50.632609,34.077315,35.326404,17.152840,52.479244,84.709924,61.951708,69.770065,50.335070
10,6,strided,16,8,10,6,96.431867,48.985143,70.945603,22.768155,93.713757,145.417010,64.444839,73.570703,46.479714
10,6,strided,16,16,10,6,143.230969,56.902394,127.662994,32.944390,160.607384,200.133364,80.250180,89.130860,57.896315
10,6,strided,16,32,10,6,172.220624,59.452355,168.966753,46.294003,215.260756,231.672979,92.915780,98.110638,77.867399
10,6,strided,32,1,10,6,13.196607,12.140230,8.214462,6.487830,14.702291,25.336838,58.027334,62.246771,53.440745
10,6,strided,32,2,10,6,26.356396,18.312859,15.498411,6.533957,22.032368,44.669255,49.323339,58.803225,35.679612
10,6,strided,32,4,10,6,50.690127,33.874205,33.474630,16.940203,50.414833,84.564332,59.617136,66.037771,50.009153
10,6,strided,32,8,10,6,97.552159,48.999452,69.126243,22.447799,91.574043,146.551612,62.485865,70.860803,45.812348
10,6,strided,32,16,10,6,144.100737,57.294148,128.270100,33.014577,161.284677,201.394884,80.083800,89.014187,57.622948
10,6,strided,32,32,10,6,172.941378,59.390374,169.716265,46.310175,216.026440,232.331752,92.981884,98.135141,77.975893
10,6,strided,64,1,10,6,13.208909,12.054745,8.212113,6.419886,14.631999,25.263654,57.917191,62.171019,53.256086
10,6,strided,64,2,10,6,26.379768,18.224140,15.196258,6.484399,21.680658,44.603908,48.607080,57.605731,35.581372
10,6,strided,64,4,10,6,51.130405,34.027828,35.328339,17.134154,52.462494,85.158233,61.605898,69.094582,50.353359
10,6,strided,64,8,10,6,96.373146,49.006034,69.996355,22.695160,92.691515,145.379180,63.758452,72.630559,46.310951
10,6,strided,64,16,10,6,144.126109,57.065650,126.448720,32.657526,159.106246,201.191759,79.081890,87.734776,57.227993
10,6,strided,64,32,10,6,173.242289,59.391847,169.636893,45.864908,215.501801,232.634136,92.635503,97.918870,77.224250
10,6,scatter,1,1,10,6,12.051490,10.045371,7.787072,6.288237,14.075309,22.096861,63.698229,64.615020,62.598350
10,6,scatter,1,2,10,6,18.133923,13.136099,9.920678,4.995884,14.916562,31.270023,47.702433,54.707842,38.031713
10,6,scatter,1,4,10,6,22.378692,18.288266,12.147544,9.167583,21.315128,40.666958,52.413873,54.281745,50.128226
10,6,scatter,1,8,10,6,35.954465,24.497150,16.571465,11.723792,28.295257,60.451615,46.806453,46.090144,47.857781
10,6,scatter,1,16,10,6,47.623580,28.982200,23.059817,16.369268,39.429085,76.605779,51.470118,48.421008,56.480418
10,6,scatter,1,32,10,6,50.938838,32.104836,32.962687,21.334722,54.297409,83.043674,65.384160,64.710324,66.453296
10,6,scatter,2,1,10,6,10.644145,9.475998,6.897800,5.493378,12.391178,20.120142,61.585938,64.803706,57.971501
10,6,scatter,2,2,10,6,12.226866,12.240568,8.197636,6.965246,15.162882,24.467434,61.971687,67.046092,56.902962
10,6,scatter,2,4,10,6,14.747075,17.009084,9.804174,10.601786,20.405960,31.756159,64.258276,66.482160,62.330142
10,6,scatter,2,8,10,6,18.421278,21.596079,11.560162,12.010752,23.570914,40.017357,58.901725,62.754394,55.615430
10,6,scatter,2,16,10,6,22.763459,25.938158,14.941662,14.626576,29.568238,48.701617,60.713052,65.638803,56.390189
10,6,scatter,2,32,10,6,35.744268,29.302109,22.015263,15.435181,37.450444,65.046377,57.574988,61.591030,52.676007
10,6,scatter,4,1,10,6,10.264860,9.152433,6.516780,5.157269,11.674049,19.417294,60.121918,63.486299,56.348615
10,6,scatter,4,2,10,6,11.563476,10.937706,7.306742,6.061974,13.368716,22.501182,59.413396,63.188116,55.422716
10,6,scatter,4,4,10,6,13.822151,15.230305,8.320711,7.694728,16.015439,29.052456,55.125940,60.198380,50.522484
10,6,scatter,4,8,10,6,16.306797,20.094976,9.819230,10.746513,20.565744,36.401773,56.496544,60.215569,53.478605
10,6,scatter,4,16,10,6,21.133189,23.826129,13.605766,12.573591,26.179357,44.959318,58.228991,64.381036,52.772278
10,6,scatter,4,32,10,6,26.466327,26.459981,16.128341,13.339304,29.467646,52.926308,55.676745,60.939099,50.413129
10,6,scatter,8,1,10,6,10.107341,9.036332,6.319007,5.023841,11.342847,19.143674,59.251154,62.518982,55.596014
10,6,scatter,8,2,10,6,11.296389,10.470891,7.241747,5.876614,13.118361,21.767280,60.266422,64.106742,56.123341
10,6,scatter,8,4,10,6,13.120320,14.592131,8.078273,7.385794,15.464067,27.712451,55.801873,61.570699,50.614910
10,6,scatter,8,8,10,6,15.366002,19.454280,9.569613,10.357247,19.926860,34.820282,57.227739,62.277834,53.238911
10,6,scatter,8,16,10,6,20.866976,23.222732,13.493363,12.229496,25.722859,44.089708,58.342094,64.663719,52.661747
10,6,scatter,8,32,10,6,24.758084,26.041872,15.089134,13.100323,28.189457,50.799956,55.491106,60.946293,50.304843
10,6,scatter,16,1,10,6,10.121781,9.087234,6.342551,5.004133,11.346684,19.209015,59.069579,62.662409,55.067719
10,6,scatter,16,2,10,6,11.187914,10.389450,7.174362,5.804847,12.979209,21.577363,60.151970,64.126001,55.872520
10,6,scatter,16,4,10,6,12.870859,14.492602,7.992317,8.487525,16.479842,27.363461,60.225720,62.096219,58.564532
10,6,scatter,16,8,10,6,15.034102,19.309281,9.323929,10.119066,19.442995,34.343382,56.613511,62.018529,52.405193
10,6,scatter,16,16,10,6,21.465714,22.865904,13.641743,11.765640,25.407384,44.331618,57.312105,63.551313,51.454954
10,6,scatter,16,32,10,6,24.301881,25.558972,14.836616,12.863030,27.699646,49.860852,55.553896,61.051310,50.326866
10,6,scatter,32,1,10,6,10.080620,9.026764,6.280215,4.947654,11.227868,19.107384,58.761933,62.299887,54.810932
10,6,scatter,32,2,10,6,11.134158,10.416180,7.060808,5.736161,12.796970,21.550338,59.381760,63.415740,55.069722
10,6,scatter,32,4,10,6,12.842131,14.623675,7.865387,8.462660,16.328047,27.465806,59.448635,61.246742,57.869584
10,6,scatter,32,8,10,6,15.028366,19.703871,9.226219,10.172557,19.398776,34.732236,55.852367,61.392034,51.627201
10,6,scatter,32,16,10,6,21.740059,23.537555,13.931394,12.032333,25.963726,45.277613,57.343407,64.081674,51.119722
10,6,scatter,32,32,10,6,25.307616,26.532689,15.211828,13.207166,28.418994,51.840305,54.820267,60.107707,49.776960
10,6,scatter,64,1,10,6,9.928428,8.955911,1.843211,1.690360,3.533571,18.884339,18.711648,18.564983,18.874239
10,6,scatter,64,2,10,6,10.938106,10.322865,2.369718,2.173774,4.543493,21.260971,21.370108,21.664795,21.057858
10,6,scatter,64,4,10,6,12.556368,14.581681,2.643212,3.042742,5.685954,27.138050,20.951961,21.050767,20.866879
10,6,scatter,64,8,10,6,14.792284,19.978917,4.277365,5.156878,9.434244,34.771202,27.132348,28.916192,25.811600
10,6,scatter,64,16,10,6,21.531901,24.090589,4.540736,4.652698,9.193434,45.622490,20.151101,21.088412,19.313342
10,6,scatter,64,32,10,6,25.152587,27.280779,5.197648,5.198510,10.396158,52.433366,19.827371,20.664468,19.055577
8,8,uniform,1,1,8,8,29.231043,21.903744,25.600001,21.113403,46.713403,51.134786,91.353474,87.578130,96.391755
8,8,uniform,1,2,8,8,57.893993,34.312042,41.295527,20.416199,61.711726,92.206035,66.928077,71.329554,59.501557
8,8,uniform,1,4,8,8,88.383007,57.588750,68.696018,45.701532,114.397550,145.971757,78.369647,77.725368,79.358438
8,8,uniform,1,8,8,8,120.636907,91.403070,102.520144,75.560338,178.080482,212.039977,83.984390,84.982405,82.667177
8,8,uniform,1,16,8,8,142.896702,116.689963,134.605388,107.680489,242.285878,259.586665,93.335256,94.197687,92.279136
8,8,uniform,1,32,8,8,156.410505,136.889815,149.199773,134.020450,283.220224,293.300320,96.563217,95.389867,97.903887
8,8,uniform,2,1,8,8,22.826890,23.727733,20.202219,21.072669,41.274889,46.554623,88.659055,88.501848,88.810294
8,8,uniform,2,2,8,8,39.396454,35.792464,36.838673,33.098991,69.937663,75.188917,93.015920,93.507585,92.474749
8,8,uniform,2,4,8,8,67.061649,60.765882,64.440515,58.737169,123.177684,127.827531,96.362406,96.091456,96.661429
8,8,uniform,2,8,8,8,101.018884,94.228613,99.278168,85.748034,185.026202,195.247496,94.764955,98.276842,90.999996
8,8,uniform,2,16,8,8,134.329493,120.111800,133.661689,114.516232,248.177921,254.441293,97.538382,99.502861,95.341367
8,8,uniform,2,32,8,8,152.542329,140.118393,152.542329,137.900448,290.442777,292.660722,99.242145,100.000000,98.417092
8,8,uniform,4,1,8,8,23.676302,24.138490,20.948058,21.462583,42.410642,47.814792,88.697744,88.476904,88.914357
8,8,uniform,4,2,8,8,41.517896,36.849029,38.692841,34.226923,72.919764,78.366925,93.049157,93.195572,92.884192
8,8,uniform,4,4,8,8,69.442117,62.811549,66.432847,60.014649,126.447496,132.253666,95.609823,95.666506,95.547157
8,8,uniform,4,8,8,8,104.836630,95.909268,102.550221,87.115837,189.666058,200.745898,94.480664,97.819075,90.831510
8,8,uniform,4,16,8,8,137.464082,121.927438,136.970283,117.021105,253.991389,259.391520,97.918154,99.640780,95.976023
8,8,uniform,4,32,8,8,155.120525,142.459891,154.994417,140.240852,295.235269,297.580416,99.211928,99.918703,98.442341
8,8,uniform,8,1,8,8,24.566020,24.607528,21.801729,21.722241,43.523971,49.173548,88.510943,88.747503,88.274781
8,8,uniform,8,2,8,8,42.397543,37.556447,38.989218,34.675133,73.664351,79.953990,92.133427,91.961031,92.328045
8,8,uniform,8,4,8,8,71.118830,63.634906,68.213376,60.836389,129.049765,134.753736,95.767115,95.914649,95.602230
8,8,uniform,8,8,8,8,106.573430,97.419614,103.675695,88.400042,192.075737,203.993044,94.157984,97.280997,90.741524
8,8,uniform,8,16,8,8,139.266994,123.300231,138.421302,118.204587,256.625889,262.567225,97.737213,99.392755,95.867288
8,8,uniform,8,32,8,8,156.375508,143.483311,156.261903,140.919342,297.181246,299.858819,99.107055,99.927351,98.213055
8,8,uniform,16,1,8,8,24.820717,24.917447,21.791762,21.881803,43.673565,49.738164,87.806951,87.796666,87.817197
8,8,uniform,16,2,8,8,42.884789,37.805595,39.545030,34.750977,74.296007,80.690384,92.075417,92.212252,91.920198
8,8,uniform,16,4,8,8,71.570270,64.207702,68.529899,60.915912,129.445810,135.777972,95.336385,95.751907,94.873216
8,8,uniform,16,8,8,8,107.488377,97.787556,104.711001,88.453299,193.164300,205.275933,94.099828,97.416115,90.454556
8,8,uniform,16,16,8,8,140.216758,123.906713,139.278554,118.534824,257.813378,264.123471,97.610930,99.330890,95.664570
8,8,uniform,16,32,8,8,157.210748,144.115585,156.991550,141.343795,298.335344,301.326332,99.007392,99.860570,98.076690
8,8,uniform,32,1,8,8,24.895558,24.875477,21.812160,21.917936,43.730096,49.771035,87.862542,87.614667,88.110616
8,8,uniform,32,2,8,8,43.076821,37.897142,39.740616,34.826577,74.567193,80.973963,92.087864,92.255221,91.897634
8,8,uniform,32,4,8,8,71.929893,64.208683,69.031814,61.162855,130.194669,136.138576,95.633929,95.970967,95.256361
8,8,uniform,32,8,8,8,107.858766,98.028674,104.952053,88.684149,193.636202,205.887440,94.049546,97.305075,90.467560
8,8,uniform,32,16,8,8,140.664668,124.229664,139.793828,118.882316,258.676144,264.894332,97.652578,99.380910,95.695595
8,8,uniform,32,32,8,8,157.550301,144.292828,157.353035,141.490452,298.843486,301.843129,99.006225,99.874791,98.057855
8,8,uniform,64,1,8,8,24.868104,25.008967,19.231634,20.382862,39.614496,49.877071,79.424263,77.334540,81.502215
8,8,uniform,64,2,8,8,43.202834,37.986724,35.600763,31.484277,67.085040,81.189558,82.627670,82.403767,82.882317
8,8,uniform,64,4,8,8,72.196090,64.411811,64.081646,56.490843,120.572489,136.607901,88.261724,88.760549,87.702616
8,8,uniform,64,8,8,8,107.697446,97.783004,101.237719,85.023453,186.261173,205.480450,90.646664,94.001968,86.951157
8,8,uniform,64,16,8,8,140.780347,124.289018,136.775429,115.877549,252.652978,265.069365,95.315797,97.155201,93.232332
8,8,uniform,64,32,8,8,157.726926,144.571349,156.995961,140.747477,297.743437,302.298275,98.493264,99.536563,97.355028
8,8,strided,1,1,8,8,33.816306,12.535577,17.560557,11.542092,29.102650,46.351883,62.786337,51.929260,92.074679
8,8,strided,1,2,8,8,47.182146,20.713021,29.897811,11.686163,41.583974,67.895167,61.247326,63.366790,56.419404
8,8,strided,1,4,8,8,80.908642,38.584633,61.943288,19.986581,81.929869,119.493275,68.564418,76.559544,51.799329
8,8,strided,1,8,8,8,106.174162,59.713897,87.527212,38.113404,125.640616,165.888059,75.738192,82.437394,63.826690
8,8,strided,1,16,8,8,128.093812,71.215429,119.919481,59.856302,179.775783,199.309241,90.199422,93.618481,84.049626
8,8,strided,1,32,8,8,142.974639,77.816401,136.231776,72.656320,208.888095,220.791041,94.608955,95.283874,93.368903
8,8,strided,2,1,8,8,27.863946,12.478294,12.185943,10.187471,22.373414,40.342240,55.459027,43.733730,81.641537
8,8,strided,2,2,8,8,46.119634,20.205334,22.567493,10.661461,33.228954,66.324969,50.100218,48.932507,52.765575
8,8,strided,2,4,8,8,73.429693,38.297150,42.091202,16.203733,58.294934,111.726843,52.176301,57.321772,42.310545
8,8,strided,2,8,8,8,101.194362,57.811002,87.264978,42.341388,129.606366,159.005364,81.510688,86.235020,73.241055
8,8,strided,2,16,8,8,124.741372,71.844878,118.899650,60.161566,179.061216,196.586250,91.085321,95.316933,83.738142
8,8,strided,2,32,8,8,141.317517,77.163586,139.484672,71.550446,211.035118,218.481104,96.591932,98.703030,92.725662
8,8,strided,4,1,8,8,14.938682,12.788760,6.673387,6.719573,13.392961,27.727442,48.302186,44.671859,52.542808
8,8,strided,4,2,8,8,27.623182,20.594233,13.150597,6.949735,20.100332,48.217415,41.686871,47.607103,33.746025
8,8,strided,4,4,8,8,51.200001,39.733840,30.067558,18.900981,48.968539,90.933841,53.850732,58.725697,47.568978
8,8,strided,4,8,8,8,88.502364,59.635786,64.846998,32.886390,97.733388,148.138150,65.974489,73.271487,55.145395
8,8,strided,4,16,8,8,115.367592,71.985447,105.793877,51.238027,157.031904,187.353040,83.816043,91.701555,71.178314
8,8,strided,4,32,8,8,138.668434,77.524428,135.195463,67.510687,202.706150,216.192862,93.761722,97.495486,87.083115
8,8,strided,8,1,8,8,12.946662,12.900152,6.602126,6.664395,13.266521,25.846814,51.327491,50.994812,51.661370
8,8,strided,8,2,8,8,25.103567,20.771284,13.702935,11.921598,25.624533,45.874851,55.857473,54.585609,57.394610
8,8,strided,8,4,8,8,45.799343,39.325533,28.724176,18.248799,46.972975,85.124876,55.181255,62.717440,46.404455
8,8,strided,8,8,8,8,82.032153,60.243944,63.604027,35.567454,99.171481,142.276096,69.703544,77.535484,59.039054
8,8,strided,8,16,8,8,116.333943,72.908914,107.571079,51.348429,158.919508,189.242856,83.976490,92.467492,70.428191
